Area,Type,Year,Quarter,Establishment Count,Date
Delaware,State,2009,Q1,28832.0,2009-03-01
Delaware,State,2009,Q2,28670.0,2009-06-01
Delaware,State,2009,Q3,28563.0,2009-09-01
Delaware,State,2009,Q4,28186.0,2009-12-01
Delaware,State,2010,Q1,28026.0,2010-03-01
Delaware,State,2010,Q2,28030.0,2010-06-01
Delaware,State,2010,Q3,28000.0,2010-09-01
Delaware,State,2010,Q4,27765.0,2010-12-01
Delaware,State,2011,Q1,27460.0,2011-03-01
Delaware,State,2011,Q2,27385.0,2011-06-01
Delaware,State,2011,Q3,27437.0,2011-09-01
Delaware,State,2011,Q4,26870.0,2011-12-01
Delaware,State,2012,Q1,26877.0,2012-03-01
Delaware,State,2012,Q2,27275.0,2012-06-01
Delaware,State,2012,Q3,27482.0,2012-09-01
Delaware,State,2012,Q4,27478.0,2012-12-01
Delaware,State,2013,Q1,27466.0,2013-03-01
Delaware,State,2013,Q2,27643.0,2013-06-01
Delaware,State,2013,Q3,27858.0,2013-09-01
Delaware,State,2013,Q4,28212.0,2013-12-01
Delaware,State,2014,Q1,28805.0,2014-03-01
Delaware,State,2014,Q2,29268.0,2014-06-01
Delaware,State,2014,Q3,29775.0,2014-09-01
Delaware,State,2014,Q4,29728.0,2014-12-01
Delaware,State,2015,Q1,30052.0,2015-03-01
Delaware,State,2015,Q2,30150.0,2015-06-01
Delaware,State,2015,Q3,30382.0,2015-09-01
Delaware,State,2015,Q4,30589.0,2015-12-01
Delaware,State,2016,Q1,30782.0,2016-03-01
Delaware,State,2016,Q2,31024.0,2016-06-01
Delaware,State,2016,Q3,31339.0,2016-09-01
Delaware,State,2016,Q4,31343.0,2016-12-01
Delaware,State,2017,Q1,31222.0,2017-03-01
Delaware,State,2017,Q2,31312.0,2017-06-01
Delaware,State,2017,Q3,31515.0,2017-09-01
Delaware,State,2017,Q4,31430.0,2017-12-01
Delaware,State,2018,Q1,31709.0,2018-03-01
Delaware,State,2018,Q2,32320.0,2018-06-01
Delaware,State,2018,Q3,32953.0,2018-09-01
Delaware,State,2018,Q4,33254.0,2018-12-01
Delaware,State,2019,Q1,33189.0,2019-03-01
Delaware,State,2019,Q2,33720.0,2019-06-01
Delaware,State,2019,Q3,34116.0,2019-09-01
Delaware,State,2019,Q4,34282.0,2019-12-01
Delaware,State,2020,Q1,34456.0,2020-03-01
Delaware,State,2020,Q2,34312.0,2020-06-01
Delaware,State,2020,Q3,34790.0,2020-09-01
Delaware,State,2020,Q4,34481.0,2020-12-01
Delaware,State,2021,Q1,35149.0,2021-03-01
Delaware,State,2021,Q2,35205.0,2021-06-01
Delaware,State,2021,Q3,35347.0,2021-09-01
Delaware,State,2021,Q4,36361.0,2021-12-01
"Denver-Aurora-Lakewood, CO",MSA,2001,Q1,13066.0,2001-03-01
"Denver-Aurora-Lakewood, CO",MSA,2001,Q2,13236.0,2001-06-01
"Denver-Aurora-Lakewood, CO",MSA,2001,Q3,13341.5,2001-09-01
"Denver-Aurora-Lakewood, CO",MSA,2001,Q4,13223.0,2001-12-01
"Denver-Aurora-Lakewood, CO",MSA,2002,Q1,13247.0,2002-03-01
"Denver-Aurora-Lakewood, CO",MSA,2002,Q2,13338.0,2002-06-01
"Denver-Aurora-Lakewood, CO",MSA,2002,Q3,13396.5,2002-09-01
"Denver-Aurora-Lakewood, CO",MSA,2002,Q4,13285.0,2002-12-01
"Denver-Aurora-Lakewood, CO",MSA,2003,Q1,13463.5,2003-03-01
"Denver-Aurora-Lakewood, CO",MSA,2003,Q2,13503.0,2003-06-01
"Denver-Aurora-Lakewood, CO",MSA,2003,Q3,13622.5,2003-09-01
"Denver-Aurora-Lakewood, CO",MSA,2003,Q4,13475.5,2003-12-01
"Denver-Aurora-Lakewood, CO",MSA,2004,Q1,13441.5,2004-03-01
"Denver-Aurora-Lakewood, CO",MSA,2004,Q2,13624.5,2004-06-01
"Denver-Aurora-Lakewood, CO",MSA,2004,Q3,13767.0,2004-09-01
"Denver-Aurora-Lakewood, CO",MSA,2004,Q4,13724.0,2004-12-01
"Denver-Aurora-Lakewood, CO",MSA,2005,Q1,13879.0,2005-03-01
"Denver-Aurora-Lakewood, CO",MSA,2005,Q2,14062.0,2005-06-01
"Denver-Aurora-Lakewood, CO",MSA,2005,Q3,14222.5,2005-09-01
"Denver-Aurora-Lakewood, CO",MSA,2005,Q4,14069.0,2005-12-01
"Denver-Aurora-Lakewood, CO",MSA,2006,Q1,14212.5,2006-03-01
"Denver-Aurora-Lakewood, CO",MSA,2006,Q2,14344.0,2006-06-01
"Denver-Aurora-Lakewood, CO",MSA,2006,Q3,14550.5,2006-09-01
"Denver-Aurora-Lakewood, CO",MSA,2006,Q4,14404.0,2006-12-01
"Denver-Aurora-Lakewood, CO",MSA,2007,Q1,14445.5,2007-03-01
"Denver-Aurora-Lakewood, CO",MSA,2007,Q2,14576.5,2007-06-01
"Denver-Aurora-Lakewood, CO",MSA,2007,Q3,14664.0,2007-09-01
"Denver-Aurora-Lakewood, CO",MSA,2007,Q4,14296.5,2007-12-01
"Denver-Aurora-Lakewood, CO",MSA,2008,Q1,14231.0,2008-03-01
"Denver-Aurora-Lakewood, CO",MSA,2008,Q2,14327.0,2008-06-01
"Denver-Aurora-Lakewood, CO",MSA,2008,Q3,14366.5,2008-09-01
"Denver-Aurora-Lakewood, CO",MSA,2008,Q4,14145.0,2008-12-01
"Denver-Aurora-Lakewood, CO",MSA,2009,Q1,14092.5,2009-03-01
"Denver-Aurora-Lakewood, CO",MSA,2009,Q2,14079.5,2009-06-01
"Denver-Aurora-Lakewood, CO",MSA,2009,Q3,14152.0,2009-09-01
"Denver-Aurora-Lakewood, CO",MSA,2009,Q4,13774.5,2009-12-01
"Denver-Aurora-Lakewood, CO",MSA,2010,Q1,13807.5,2010-03-01
"Denver-Aurora-Lakewood, CO",MSA,2010,Q2,13851.5,2010-06-01
"Denver-Aurora-Lakewood, CO",MSA,2010,Q3,13901.0,2010-09-01
"Denver-Aurora-Lakewood, CO",MSA,2010,Q4,13641.5,2010-12-01
"Denver-Aurora-Lakewood, CO",MSA,2011,Q1,13599.5,2011-03-01
"Denver-Aurora-Lakewood, CO",MSA,2011,Q2,13675.5,2011-06-01
"Denver-Aurora-Lakewood, CO",MSA,2011,Q3,13819.5,2011-09-01
"Denver-Aurora-Lakewood, CO",MSA,2011,Q4,13646.0,2011-12-01
"Denver-Aurora-Lakewood, CO",MSA,2012,Q1,13701.5,2012-03-01
"Denver-Aurora-Lakewood, CO",MSA,2012,Q2,13781.5,2012-06-01
"Denver-Aurora-Lakewood, CO",MSA,2012,Q3,14035.5,2012-09-01
"Denver-Aurora-Lakewood, CO",MSA,2012,Q4,13945.0,2012-12-01
"Denver-Aurora-Lakewood, CO",MSA,2013,Q1,14012.5,2013-03-01
"Denver-Aurora-Lakewood, CO",MSA,2013,Q2,14015.5,2013-06-01
"Denver-Aurora-Lakewood, CO",MSA,2013,Q3,14162.5,2013-09-01
"Denver-Aurora-Lakewood, CO",MSA,2013,Q4,14041.0,2013-12-01
"Denver-Aurora-Lakewood, CO",MSA,2014,Q1,14093.5,2014-03-01
"Denver-Aurora-Lakewood, CO",MSA,2014,Q2,14229.5,2014-06-01
"Denver-Aurora-Lakewood, CO",MSA,2014,Q3,14530.5,2014-09-01
"Denver-Aurora-Lakewood, CO",MSA,2014,Q4,14659.0,2014-12-01
"Denver-Aurora-Lakewood, CO",MSA,2015,Q1,14951.5,2015-03-01
"Denver-Aurora-Lakewood, CO",MSA,2015,Q2,15177.0,2015-06-01
"Denver-Aurora-Lakewood, CO",MSA,2015,Q3,15403.5,2015-09-01
"Denver-Aurora-Lakewood, CO",MSA,2015,Q4,15398.0,2015-12-01
"Denver-Aurora-Lakewood, CO",MSA,2016,Q1,15710.5,2016-03-01
"Denver-Aurora-Lakewood, CO",MSA,2016,Q2,15736.5,2016-06-01
"Denver-Aurora-Lakewood, CO",MSA,2016,Q3,15908.5,2016-09-01
"Denver-Aurora-Lakewood, CO",MSA,2016,Q4,15867.0,2016-12-01
"Denver-Aurora-Lakewood, CO",MSA,2017,Q1,16148.5,2017-03-01
"Denver-Aurora-Lakewood, CO",MSA,2017,Q2,16306.0,2017-06-01
"Denver-Aurora-Lakewood, CO",MSA,2017,Q3,16429.0,2017-09-01
"Denver-Aurora-Lakewood, CO",MSA,2017,Q4,16376.0,2017-12-01
"Denver-Aurora-Lakewood, CO",MSA,2018,Q1,16584.5,2018-03-01
"Denver-Aurora-Lakewood, CO",MSA,2018,Q2,16719.5,2018-06-01
"Denver-Aurora-Lakewood, CO",MSA,2018,Q3,16790.5,2018-09-01
"Denver-Aurora-Lakewood, CO",MSA,2018,Q4,16670.0,2018-12-01
"Denver-Aurora-Lakewood, CO",MSA,2019,Q1,16779.0,2019-03-01
"Denver-Aurora-Lakewood, CO",MSA,2019,Q2,17056.0,2019-06-01
"Denver-Aurora-Lakewood, CO",MSA,2019,Q3,17345.5,2019-09-01
"Denver-Aurora-Lakewood, CO",MSA,2019,Q4,17239.5,2019-12-01
"Denver-Aurora-Lakewood, CO",MSA,2020,Q1,17487.0,2020-03-01
"Denver-Aurora-Lakewood, CO",MSA,2020,Q2,17605.0,2020-06-01
"Denver-Aurora-Lakewood, CO",MSA,2020,Q3,17827.0,2020-09-01
"Denver-Aurora-Lakewood, CO",MSA,2020,Q4,17757.5,2020-12-01
"Denver-Aurora-Lakewood, CO",MSA,2021,Q1,18300.0,2021-03-01
"Denver-Aurora-Lakewood, CO",MSA,2021,Q2,18646.0,2021-06-01
"Denver-Aurora-Lakewood, CO",MSA,2021,Q3,18761.5,2021-09-01
"Denver-Aurora-Lakewood, CO",MSA,2021,Q4,18958.5,2021-12-01
District of Columbia,State,2001,Q1,28203.0,2001-03-01
District of Columbia,State,2001,Q2,28162.0,2001-06-01
District of Columbia,State,2001,Q3,28135.0,2001-09-01
District of Columbia,State,2001,Q4,28138.0,2001-12-01
District of Columbia,State,2002,Q1,26597.0,2002-03-01
District of Columbia,State,2002,Q2,27058.0,2002-06-01
District of Columbia,State,2002,Q3,28431.0,2002-09-01
District of Columbia,State,2002,Q4,28612.0,2002-12-01
District of Columbia,State,2003,Q1,28802.0,2003-03-01
District of Columbia,State,2003,Q2,29028.0,2003-06-01
District of Columbia,State,2003,Q3,29431.0,2003-09-01
District of Columbia,State,2003,Q4,29458.0,2003-12-01
District of Columbia,State,2004,Q1,29185.0,2004-03-01
District of Columbia,State,2004,Q2,29037.0,2004-06-01
District of Columbia,State,2004,Q3,29679.0,2004-09-01
District of Columbia,State,2004,Q4,29953.0,2004-12-01
District of Columbia,State,2005,Q1,29981.0,2005-03-01
District of Columbia,State,2005,Q2,30073.0,2005-06-01
District of Columbia,State,2005,Q3,30584.0,2005-09-01
District of Columbia,State,2005,Q4,30648.0,2005-12-01
District of Columbia,State,2006,Q1,30961.0,2006-03-01
District of Columbia,State,2006,Q2,30826.0,2006-06-01
District of Columbia,State,2006,Q3,31797.0,2006-09-01
District of Columbia,State,2006,Q4,32466.0,2006-12-01
District of Columbia,State,2007,Q1,32406.0,2007-03-01
District of Columbia,State,2007,Q2,32817.0,2007-06-01
District of Columbia,State,2007,Q3,33504.0,2007-09-01
District of Columbia,State,2007,Q4,33920.0,2007-12-01
District of Columbia,State,2008,Q1,34358.0,2008-03-01
District of Columbia,State,2008,Q2,32396.0,2008-06-01
District of Columbia,State,2008,Q3,33500.0,2008-09-01
District of Columbia,State,2008,Q4,34043.0,2008-12-01
District of Columbia,State,2009,Q1,32985.0,2009-03-01
District of Columbia,State,2009,Q2,33326.0,2009-06-01
District of Columbia,State,2009,Q3,34149.0,2009-09-01
District of Columbia,State,2009,Q4,34433.0,2009-12-01
District of Columbia,State,2010,Q1,33700.0,2010-03-01
District of Columbia,State,2010,Q2,33898.0,2010-06-01
District of Columbia,State,2010,Q3,34729.0,2010-09-01
District of Columbia,State,2010,Q4,35219.0,2010-12-01
District of Columbia,State,2011,Q1,34476.0,2011-03-01
District of Columbia,State,2011,Q2,35147.0,2011-06-01
District of Columbia,State,2011,Q3,36116.0,2011-09-01
District of Columbia,State,2011,Q4,35928.0,2011-12-01
District of Columbia,State,2012,Q1,34883.0,2012-03-01
District of Columbia,State,2012,Q2,35152.0,2012-06-01
District of Columbia,State,2012,Q3,35916.0,2012-09-01
District of Columbia,State,2012,Q4,36385.0,2012-12-01
District of Columbia,State,2013,Q1,34887.0,2013-03-01
District of Columbia,State,2013,Q2,34538.0,2013-06-01
District of Columbia,State,2013,Q3,35215.0,2013-09-01
District of Columbia,State,2013,Q4,35398.0,2013-12-01
District of Columbia,State,2014,Q1,35001.0,2014-03-01
District of Columbia,State,2014,Q2,35622.0,2014-06-01
District of Columbia,State,2014,Q3,36158.0,2014-09-01
District of Columbia,State,2014,Q4,36702.0,2014-12-01
District of Columbia,State,2015,Q1,36681.0,2015-03-01
District of Columbia,State,2015,Q2,36944.0,2015-06-01
District of Columbia,State,2015,Q3,38079.0,2015-09-01
District of Columbia,State,2015,Q4,38773.0,2015-12-01
District of Columbia,State,2016,Q1,38027.0,2016-03-01
District of Columbia,State,2016,Q2,37770.0,2016-06-01
District of Columbia,State,2016,Q3,38984.0,2016-09-01
District of Columbia,State,2016,Q4,39182.0,2016-12-01
District of Columbia,State,2017,Q1,38777.0,2017-03-01
District of Columbia,State,2017,Q2,38580.0,2017-06-01
District of Columbia,State,2017,Q3,39935.0,2017-09-01
District of Columbia,State,2017,Q4,40969.0,2017-12-01
District of Columbia,State,2018,Q1,39013.0,2018-03-01
District of Columbia,State,2018,Q2,38753.0,2018-06-01
District of Columbia,State,2018,Q3,39680.0,2018-09-01
District of Columbia,State,2018,Q4,39853.0,2018-12-01
District of Columbia,State,2019,Q1,39678.0,2019-03-01
District of Columbia,State,2019,Q2,39512.0,2019-06-01
District of Columbia,State,2019,Q3,40924.0,2019-09-01
District of Columbia,State,2019,Q4,41213.0,2019-12-01
District of Columbia,State,2020,Q1,41741.0,2020-03-01
District of Columbia,State,2020,Q2,41321.0,2020-06-01
District of Columbia,State,2020,Q3,42864.0,2020-09-01
District of Columbia,State,2020,Q4,43366.0,2020-12-01
District of Columbia,State,2021,Q1,43207.0,2021-03-01
District of Columbia,State,2021,Q2,43545.0,2021-06-01
District of Columbia,State,2021,Q3,44941.0,2021-09-01
District of Columbia,State,2021,Q4,45678.0,2021-12-01
"Dover, DE",MSA,2001,Q1,2652.0,2001-03-01
"Dover, DE",MSA,2001,Q2,2662.0,2001-06-01
"Dover, DE",MSA,2001,Q3,2651.0,2001-09-01
"Dover, DE",MSA,2001,Q4,2668.0,2001-12-01
"Dover, DE",MSA,2002,Q1,2712.0,2002-03-01
"Dover, DE",MSA,2002,Q2,2743.0,2002-06-01
"Dover, DE",MSA,2002,Q3,2716.0,2002-09-01
"Dover, DE",MSA,2002,Q4,2716.0,2002-12-01
"Dover, DE",MSA,2003,Q1,0.0,2003-03-01
"Dover, DE",MSA,2003,Q2,0.0,2003-06-01
"Dover, DE",MSA,2003,Q3,0.0,2003-09-01
"Dover, DE",MSA,2003,Q4,0.0,2003-12-01
"Dover, DE",MSA,2004,Q1,3063.0,2004-03-01
"Dover, DE",MSA,2004,Q2,3109.0,2004-06-01
"Dover, DE",MSA,2004,Q3,3178.0,2004-09-01
"Dover, DE",MSA,2004,Q4,3219.0,2004-12-01
"Dover, DE",MSA,2005,Q1,3283.0,2005-03-01
"Dover, DE",MSA,2005,Q2,3315.0,2005-06-01
"Dover, DE",MSA,2005,Q3,3350.0,2005-09-01
"Dover, DE",MSA,2005,Q4,3380.0,2005-12-01
"Dover, DE",MSA,2006,Q1,3398.0,2006-03-01
"Dover, DE",MSA,2006,Q2,3410.0,2006-06-01
"Dover, DE",MSA,2006,Q3,3463.0,2006-09-01
"Dover, DE",MSA,2006,Q4,3496.0,2006-12-01
"Dover, DE",MSA,2007,Q1,3584.0,2007-03-01
"Dover, DE",MSA,2007,Q2,3645.0,2007-06-01
"Dover, DE",MSA,2007,Q3,3693.0,2007-09-01
"Dover, DE",MSA,2007,Q4,3694.0,2007-12-01
"Dover, DE",MSA,2008,Q1,3755.0,2008-03-01
"Dover, DE",MSA,2008,Q2,3453.0,2008-06-01
"Dover, DE",MSA,2008,Q3,3463.0,2008-09-01
"Dover, DE",MSA,2008,Q4,3453.0,2008-12-01
"Dover, DE",MSA,2009,Q1,3441.0,2009-03-01
"Dover, DE",MSA,2009,Q2,3395.0,2009-06-01
"Dover, DE",MSA,2009,Q3,3395.0,2009-09-01
"Dover, DE",MSA,2009,Q4,3364.0,2009-12-01
"Dover, DE",MSA,2010,Q1,3327.0,2010-03-01
"Dover, DE",MSA,2010,Q2,3322.0,2010-06-01
"Dover, DE",MSA,2010,Q3,3307.0,2010-09-01
"Dover, DE",MSA,2010,Q4,3275.0,2010-12-01
"Dover, DE",MSA,2011,Q1,3234.0,2011-03-01
"Dover, DE",MSA,2011,Q2,3216.0,2011-06-01
"Dover, DE",MSA,2011,Q3,3214.0,2011-09-01
"Dover, DE",MSA,2011,Q4,3156.0,2011-12-01
"Dover, DE",MSA,2012,Q1,3141.0,2012-03-01
"Dover, DE",MSA,2012,Q2,3227.0,2012-06-01
"Dover, DE",MSA,2012,Q3,3227.0,2012-09-01
"Dover, DE",MSA,2012,Q4,3251.0,2012-12-01
"Dover, DE",MSA,2013,Q1,3212.0,2013-03-01
"Dover, DE",MSA,2013,Q2,3251.0,2013-06-01
"Dover, DE",MSA,2013,Q3,3308.0,2013-09-01
"Dover, DE",MSA,2013,Q4,3348.0,2013-12-01
"Dover, DE",MSA,2014,Q1,3427.0,2014-03-01
"Dover, DE",MSA,2014,Q2,3501.0,2014-06-01
"Dover, DE",MSA,2014,Q3,3589.0,2014-09-01
"Dover, DE",MSA,2014,Q4,3595.0,2014-12-01
"Dover, DE",MSA,2015,Q1,3656.0,2015-03-01
"Dover, DE",MSA,2015,Q2,3695.0,2015-06-01
"Dover, DE",MSA,2015,Q3,3730.0,2015-09-01
"Dover, DE",MSA,2015,Q4,3751.0,2015-12-01
"Dover, DE",MSA,2016,Q1,3751.0,2016-03-01
"Dover, DE",MSA,2016,Q2,3779.0,2016-06-01
"Dover, DE",MSA,2016,Q3,3822.0,2016-09-01
"Dover, DE",MSA,2016,Q4,3826.0,2016-12-01
"Dover, DE",MSA,2017,Q1,3831.0,2017-03-01
"Dover, DE",MSA,2017,Q2,3841.0,2017-06-01
"Dover, DE",MSA,2017,Q3,3886.0,2017-09-01
"Dover, DE",MSA,2017,Q4,3906.0,2017-12-01
"Dover, DE",MSA,2018,Q1,3950.0,2018-03-01
"Dover, DE",MSA,2018,Q2,4026.0,2018-06-01
"Dover, DE",MSA,2018,Q3,4096.0,2018-09-01
"Dover, DE",MSA,2018,Q4,4143.0,2018-12-01
"Dover, DE",MSA,2019,Q1,4146.0,2019-03-01
"Dover, DE",MSA,2019,Q2,4199.0,2019-06-01
"Dover, DE",MSA,2019,Q3,4260.0,2019-09-01
"Dover, DE",MSA,2019,Q4,4297.0,2019-12-01
"Dover, DE",MSA,2020,Q1,4317.0,2020-03-01
"Dover, DE",MSA,2020,Q2,4332.0,2020-06-01
"Dover, DE",MSA,2020,Q3,4396.0,2020-09-01
"Dover, DE",MSA,2020,Q4,4356.0,2020-12-01
"Dover, DE",MSA,2021,Q1,4440.0,2021-03-01
"Dover, DE",MSA,2021,Q2,4445.0,2021-06-01
"Dover, DE",MSA,2021,Q3,4470.0,2021-09-01
"Dover, DE",MSA,2021,Q4,4607.0,2021-12-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2001,Q1,3309.0,2001-03-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2001,Q2,3351.0,2001-06-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2001,Q3,3420.0,2001-09-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2001,Q4,3474.0,2001-12-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2002,Q1,3504.0,2002-03-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2002,Q2,3583.0,2002-06-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2002,Q3,3607.0,2002-09-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2002,Q4,3665.0,2002-12-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2003,Q1,3737.0,2003-03-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2003,Q2,3798.0,2003-06-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2003,Q3,3899.0,2003-09-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2003,Q4,3992.0,2003-12-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2004,Q1,4112.0,2004-03-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2004,Q2,4217.0,2004-06-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2004,Q3,4320.0,2004-09-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2004,Q4,4427.0,2004-12-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2005,Q1,4547.0,2005-03-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2005,Q2,4631.0,2005-06-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2005,Q3,4762.0,2005-09-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2005,Q4,4809.0,2005-12-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2006,Q1,4927.0,2006-03-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2006,Q2,5054.0,2006-06-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2006,Q3,5137.0,2006-09-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2006,Q4,5235.0,2006-12-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2007,Q1,5333.0,2007-03-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2007,Q2,5341.0,2007-06-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2007,Q3,5395.0,2007-09-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2007,Q4,5449.0,2007-12-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2008,Q1,5449.0,2008-03-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2008,Q2,5449.0,2008-06-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2008,Q3,5445.0,2008-09-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2008,Q4,5458.0,2008-12-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2009,Q1,5334.0,2009-03-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2009,Q2,5270.0,2009-06-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2009,Q3,5304.0,2009-09-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2009,Q4,5316.0,2009-12-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2010,Q1,5263.0,2010-03-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2010,Q2,5267.0,2010-06-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2010,Q3,5246.0,2010-09-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2010,Q4,5282.0,2010-12-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2011,Q1,5258.0,2011-03-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2011,Q2,5282.0,2011-06-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2011,Q3,5312.0,2011-09-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2011,Q4,5309.0,2011-12-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2012,Q1,5289.0,2012-03-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2012,Q2,5325.0,2012-06-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2012,Q3,5372.0,2012-09-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2012,Q4,5439.0,2012-12-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2013,Q1,5476.0,2013-03-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2013,Q2,5519.0,2013-06-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2013,Q3,5550.0,2013-09-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2013,Q4,5585.0,2013-12-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2014,Q1,5526.0,2014-03-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2014,Q2,5532.0,2014-06-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2014,Q3,5578.0,2014-09-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2014,Q4,5619.0,2014-12-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2015,Q1,5668.0,2015-03-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2015,Q2,5727.0,2015-06-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2015,Q3,5785.0,2015-09-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2015,Q4,5836.0,2015-12-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2016,Q1,5870.0,2016-03-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2016,Q2,5931.0,2016-06-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2016,Q3,6006.0,2016-09-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2016,Q4,6119.0,2016-12-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2017,Q1,6175.0,2017-03-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2017,Q2,6251.0,2017-06-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2017,Q3,6314.0,2017-09-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2017,Q4,6385.0,2017-12-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2018,Q1,6426.0,2018-03-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2018,Q2,6430.0,2018-06-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2018,Q3,6443.0,2018-09-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2018,Q4,6561.0,2018-12-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2019,Q1,6576.0,2019-03-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2019,Q2,6565.0,2019-06-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2019,Q3,6634.0,2019-09-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2019,Q4,6750.0,2019-12-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2020,Q1,6811.0,2020-03-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2020,Q2,6839.0,2020-06-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2020,Q3,6958.0,2020-09-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2020,Q4,7090.0,2020-12-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2021,Q1,7128.0,2021-03-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2021,Q2,7216.0,2021-06-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2021,Q3,7353.0,2021-09-01
"Fayetteville-Springdale-Rogers, AR-MO",MSA,2021,Q4,7394.0,2021-12-01
"Flagstaff, AZ",MSA,2001,Q1,3070.0,2001-03-01
"Flagstaff, AZ",MSA,2001,Q2,3076.0,2001-06-01
"Flagstaff, AZ",MSA,2001,Q3,3112.0,2001-09-01
"Flagstaff, AZ",MSA,2001,Q4,3137.0,2001-12-01
"Flagstaff, AZ",MSA,2002,Q1,3113.0,2002-03-01
